country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","22-01-2026 19:00:00",29.8006,76.4155,CO,26,98,34
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","22-01-2026 19:00:00",28.60909,77.0325413,PM2.5,68,425,188
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","22-01-2026 19:00:00",28.60909,77.0325413,PM10,168,455,268
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","22-01-2026 19:00:00",28.570173,76.933762,NH3,10,13,11
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","22-01-2026 19:00:00",28.570173,76.933762,SO2,16,31,18
India,Delhi,Delhi,"Narela, Delhi - DPCC","22-01-2026 19:00:00",28.822836,77.101981,PM10,184,416,297
India,Delhi,Delhi,"Narela, Delhi - DPCC","22-01-2026 19:00:00",28.822836,77.101981,NO2,28,73,45
India,Delhi,Delhi,"Narela, Delhi - DPCC","22-01-2026 19:00:00",28.822836,77.101981,NH3,6,10,8
India,Delhi,Delhi,"Narela, Delhi - DPCC","22-01-2026 19:00:00",28.822836,77.101981,OZONE,8,200,126
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","22-01-2026 19:00:00",28.6573814,77.1585447,OZONE,1,304,97
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","22-01-2026 19:00:00",28.6514781,77.1473105,CO,54,137,70
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","22-01-2026 19:00:00",28.6514781,77.1473105,OZONE,13,41,21
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","22-01-2026 19:00:00",28.5504249,77.2159377,NH3,3,9,5
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","22-01-2026 19:00:00",28.5504249,77.2159377,SO2,23,38,32
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","22-01-2026 19:00:00",28.710508,77.249485,SO2,7,29,12
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","22-01-2026 19:00:00",28.531346,77.190156,PM10,129,425,199
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","22-01-2026 19:00:00",28.531346,77.190156,NO2,21,104,46
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","22-01-2026 19:00:00",28.672342,77.315260,PM2.5,301,413,363
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","22-01-2026 19:00:00",28.39072,77.30059,PM10,169,177,174
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","22-01-2026 19:00:00",28.39072,77.30059,NH3,10,12,11
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","22-01-2026 19:00:00",28.376058,77.315741,NO2,30,33,31
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","22-01-2026 19:00:00",28.376058,77.315741,OZONE,14,16,15
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","22-01-2026 19:00:00",28.4417,77.3217,NH3,10,12,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","22-01-2026 19:00:00",29.503664,75.467934,PM2.5,98,181,138
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","22-01-2026 19:00:00",28.6701,76.9254,NH3,12,13,13
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","22-01-2026 19:00:00",28.3419248,77.319699,NO2,19,21,20
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","22-01-2026 19:00:00",28.806223,76.141105,PM2.5,159,500,269
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","22-01-2026 19:00:00",28.806223,76.141105,PM10,107,500,160
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","22-01-2026 19:00:00",28.806223,76.141105,OZONE,5,11,8
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","22-01-2026 19:00:00",23.243639,72.68994,PM2.5,70,172,121
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","22-01-2026 19:00:00",23.243639,72.68994,NH3,1,6,1
India,Gujarat,Surat,"Science Center, Surat - SMC","22-01-2026 19:00:00",21.170046,72.795405,SO2,25,34,28
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","22-01-2026 19:00:00",20.362421,72.918013,PM2.5,NA,NA,NA
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","22-01-2026 19:00:00",23.041137,72.456691,SO2,2,44,10
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","22-01-2026 19:00:00",23.163798,72.677768,PM2.5,53,194,94
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","22-01-2026 19:00:00",30.1480566,77.2893471,PM10,42,363,161
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","22-01-2026 19:00:00",30.1480566,77.2893471,NO2,11,21,16
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","22-01-2026 19:00:00",30.1480566,77.2893471,SO2,10,15,12
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","22-01-2026 19:00:00",30.943887,76.801991,PM2.5,37,370,160
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC","22-01-2026 19:00:00",34.06313,74.96017,PM10,NA,NA,NA
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","22-01-2026 19:00:00",34.066206,74.819820,PM10,23,42,32
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","22-01-2026 19:00:00",23.80569,86.44268,NO2,50,78,51
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","22-01-2026 19:00:00",23.80569,86.44268,OZONE,1,22,16
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","22-01-2026 19:00:00",16.172806,75.659694,SO2,7,7,7
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","22-01-2026 19:00:00",15.888653,74.541751,PM2.5,26,95,58
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","22-01-2026 19:00:00",28.3153,76.9143,NH3,3,16,9
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","22-01-2026 19:00:00",28.3153,76.9143,SO2,9,30,17
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","22-01-2026 19:00:00",30.7057778,76.8531805555555,PM2.5,61,294,150
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","22-01-2026 19:00:00",30.7057778,76.8531805555555,SO2,14,15,15
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","22-01-2026 19:00:00",29.432304,76.972765,CO,24,26,25
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","22-01-2026 19:00:00",28.52123,76.37138,SO2,10,13,12
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","22-01-2026 19:00:00",28.52123,76.37138,CO,28,39,33
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","22-01-2026 19:00:00",29.536400,75.015800,SO2,5,18,12
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","22-01-2026 19:00:00",29.536400,75.015800,OZONE,37,67,56
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","22-01-2026 19:00:00",29.027200,77.062100,SO2,5,11,8
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","22-01-2026 19:00:00",12.921418,77.502466,NO2,16,21,21
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","22-01-2026 19:00:00",12.990328,77.5431385,CO,18,74,29
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","22-01-2026 19:00:00",13.0246342,77.5080115,NH3,7,8,7
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","22-01-2026 19:00:00",13.0246342,77.5080115,CO,4,4,4
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","22-01-2026 19:00:00",12.917348,77.622813,PM2.5,35,83,59
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","22-01-2026 19:00:00",12.917348,77.622813,OZONE,16,81,60
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","22-01-2026 19:00:00",11.55358,76.55521,SO2,2,4,3
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","22-01-2026 19:00:00",13.428828,77.731418,PM10,41,126,89
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","22-01-2026 19:00:00",13.428828,77.731418,CO,4,22,18
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","22-01-2026 19:00:00",13.428828,77.731418,OZONE,13,28,24
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","22-01-2026 19:00:00",12.415911,75.735050,PM2.5,26,51,38
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","22-01-2026 19:00:00",12.21041,76.37376,PM10,50,101,77
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","22-01-2026 19:00:00",12.733409,77.298051,PM2.5,15,86,56
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","22-01-2026 19:00:00",13.940000,75.555917,SO2,4,6,4
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","22-01-2026 19:00:00",13.940000,75.555917,OZONE,7,68,57
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","22-01-2026 19:00:00",13.377516,77.099072,PM10,93,459,165
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","22-01-2026 19:00:00",13.377516,77.099072,NO2,31,32,32
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","22-01-2026 19:00:00",29.966942,76.875879,PM10,103,225,156
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","22-01-2026 19:00:00",27.9002,76.9938,OZONE,24,32,29
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","22-01-2026 19:00:00",28.360699,76.936090,PM10,108,500,247
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","22-01-2026 19:00:00",28.060249,76.113115,NH3,15,33,21
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","22-01-2026 19:00:00",28.060249,76.113115,SO2,6,7,6
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","22-01-2026 19:00:00",28.1485564,77.3320667,PM10,95,117,110
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","22-01-2026 19:00:00",28.1485564,77.3320667,SO2,9,17,15
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","22-01-2026 19:00:00",13.328028,75.797056,NH3,2,4,3
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","22-01-2026 19:00:00",13.328028,75.797056,CO,11,143,39
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","22-01-2026 19:00:00",14.475800,75.905200,PM2.5,40,117,63
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","22-01-2026 19:00:00",14.475800,75.905200,SO2,1,6,4
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","22-01-2026 19:00:00",15.459706,75.008381,NH3,NA,NA,NA
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","22-01-2026 19:00:00",17.336318,76.847397,PM2.5,11,55,39
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","22-01-2026 19:00:00",17.336318,76.847397,CO,38,58,40
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","22-01-2026 19:00:00",16.7602,77.1428,NO2,6,41,19
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","22-01-2026 19:00:00",16.7602,77.1428,NH3,2,3,3
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","22-01-2026 19:00:00",16.7602,77.1428,SO2,10,31,16
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","22-01-2026 19:00:00",16.7602,77.1428,CO,3,17,15
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","22-01-2026 19:00:00",8.8787,76.6073,NO2,NA,NA,NA
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","22-01-2026 19:00:00",8.8787,76.6073,OZONE,28,36,36
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","22-01-2026 19:00:00",8.563700,76.886500,NO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","22-01-2026 19:00:00",8.563700,76.886500,SO2,NA,NA,NA
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","22-01-2026 19:00:00",15.888653,74.541751,NO2,33,126,55
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB","22-01-2026 19:00:00",15.888653,74.541751,SO2,29,30,29
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","22-01-2026 19:00:00",12.9135218,77.5950804,PM10,124,125,125
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","22-01-2026 19:00:00",12.9352049,77.6814488,NO2,12,31,20
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","22-01-2026 19:00:00",12.9352049,77.6814488,NH3,NA,NA,NA
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","22-01-2026 19:00:00",12.9352049,77.6814488,SO2,2,8,5
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","22-01-2026 19:00:00",12.938539,77.590100,PM10,33,83,49
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","22-01-2026 19:00:00",12.920984,77.584908,NO2,12,49,26
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","22-01-2026 19:00:00",12.920984,77.584908,NH3,1,2,1
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","22-01-2026 19:00:00",13.003872,77.664217,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","22-01-2026 19:00:00",13.0270199,77.494094,NO2,22,29,26
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","22-01-2026 19:00:00",16.6870449,74.2505872,CO,10,59,16
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","22-01-2026 19:00:00",16.7143745,74.2426398,PM2.5,39,51,43
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","22-01-2026 19:00:00",16.7143745,74.2426398,NO2,12,40,23
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","22-01-2026 19:00:00",18.39963,76.57452,NO2,16,82,33
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","22-01-2026 19:00:00",18.1023399,73.4783687,NH3,2,7,4
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","22-01-2026 19:00:00",18.1023399,73.4783687,OZONE,4,93,79
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","22-01-2026 19:00:00",20.555712,74.529236,CO,24,117,37
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","22-01-2026 19:00:00",19.296481,72.840923,PM2.5,81,254,150
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","22-01-2026 19:00:00",19.296481,72.840923,PM10,70,205,128
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","22-01-2026 19:00:00",19.9775302,79.2337086,CO,36,42,40
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","22-01-2026 19:00:00",20.918946,74.776388,PM2.5,58,165,103
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","22-01-2026 19:00:00",21.001264,75.565602,NO2,3,32,10
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","22-01-2026 19:00:00",19.854616,75.905894,PM2.5,75,161,90
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","22-01-2026 19:00:00",19.854616,75.905894,CO,18,60,23
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","22-01-2026 19:00:00",19.854616,75.905894,OZONE,32,64,60
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","22-01-2026 19:00:00",19.25292,73.142019,PM10,82,187,132
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","22-01-2026 19:00:00",22.9682591,76.064118,SO2,17,80,50
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","22-01-2026 19:00:00",22.9682591,76.064118,OZONE,22,87,26
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","22-01-2026 19:00:00",26.203442,78.193251,SO2,2,24,11
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","22-01-2026 19:00:00",26.259242,78.216432,NH3,8,14,11
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","22-01-2026 19:00:00",26.259242,78.216432,OZONE,36,170,130
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","22-01-2026 19:00:00",26.200388,78.147714,OZONE,24,58,49
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","22-01-2026 19:00:00",22.4310,75.5213,NH3,1,6,4
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","22-01-2026 19:00:00",19.16485,73.23409,SO2,4,9,7
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","22-01-2026 19:00:00",19.0243902,73.0406721,NO2,24,63,43
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","22-01-2026 19:00:00",19.309073,73.057223,NH3,4,9,6
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","22-01-2026 19:00:00",19.786089,72.757971,PM10,80,134,100
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","22-01-2026 19:00:00",19.786089,72.757971,SO2,7,14,10
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","22-01-2026 19:00:00",19.786089,72.757971,OZONE,2,93,73
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","22-01-2026 19:00:00",19.962900,79.298714,OZONE,24,25,25
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","22-01-2026 19:00:00",23.218135,79.957770,PM10,39,160,93
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","22-01-2026 19:00:00",23.218135,79.957770,NO2,29,120,56
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","22-01-2026 19:00:00",23.218135,79.957770,OZONE,48,83,68
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","22-01-2026 19:00:00",23.50016,80.23284,PM2.5,40,352,153
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","22-01-2026 19:00:00",23.108440,77.511428,PM10,93,442,178
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","22-01-2026 19:00:00",23.108440,77.511428,SO2,18,51,27
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","22-01-2026 19:00:00",22.624758,75.675238,OZONE,54,143,123
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","22-01-2026 19:00:00",20.9402359,77.7895248,PM2.5,60,86,71
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","22-01-2026 19:00:00",20.939198,77.765701,PM10,82,192,119
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","22-01-2026 19:00:00",20.939198,77.765701,CO,41,106,46
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","22-01-2026 19:00:00",19.875620,75.387310,NH3,1,3,2
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","22-01-2026 19:00:00",19.875620,75.387310,CO,8,14,10
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","22-01-2026 19:00:00",19.863756,75.321188,CO,16,54,20
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","22-01-2026 19:00:00",19.863756,75.321188,OZONE,14,71,51
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","22-01-2026 19:00:00",23.838586,78.759431,NO2,12,83,36
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","22-01-2026 19:00:00",23.8640158,78.80289321,CO,6,32,9
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","22-01-2026 19:00:00",24.108970,82.645580,OZONE,7,33,16
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","22-01-2026 19:00:00",20.719516,77.000253,PM10,51,192,104
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","22-01-2026 19:00:00",20.719516,77.000253,CO,16,50,18
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","22-01-2026 19:00:00",20.719516,77.000253,OZONE,5,66,56
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","22-01-2026 19:00:00",22.7524,75.8872,PM10,NA,NA,NA
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","22-01-2026 19:00:00",22.7524,75.8872,OZONE,18,25,19
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","22-01-2026 19:00:00",22.6780,75.8559,PM2.5,20,183,85
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","22-01-2026 19:00:00",22.6780,75.8559,OZONE,5,22,12
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","22-01-2026 19:00:00",23.163174,79.973061,PM10,43,74,58
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","22-01-2026 19:00:00",23.142888,79.916147,CO,30,124,60
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","22-01-2026 19:00:00",23.210494,77.425409,NO2,37,94,60
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","22-01-2026 19:00:00",23.210494,77.425409,NH3,9,28,15
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","22-01-2026 19:00:00",23.210494,77.425409,CO,14,72,32
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","22-01-2026 19:00:00",23.233584,77.400574,NH3,7,8,8
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","22-01-2026 19:00:00",23.81748678,79.446246,PM2.5,NA,NA,NA
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","22-01-2026 19:00:00",23.81748678,79.446246,PM10,NA,NA,NA
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","22-01-2026 19:00:00",23.81748678,79.446246,CO,14,20,16
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","22-01-2026 19:00:00",18.96702,72.84214,CO,42,82,44
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","22-01-2026 19:00:00",18.96702,72.84214,OZONE,NA,NA,NA
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","22-01-2026 19:00:00",19.1878657,72.8304069,NH3,1,63,24
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","22-01-2026 19:00:00",19.1878657,72.8304069,OZONE,4,73,42
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","22-01-2026 19:00:00",19.1750,72.9419,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","22-01-2026 19:00:00",19.1750,72.9419,NH3,3,5,4
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","22-01-2026 19:00:00",18.897756,72.813320,CO,31,88,46
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","22-01-2026 19:00:00",18.897756,72.813320,OZONE,6,78,69
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","22-01-2026 19:00:00",19.137500,72.915056,SO2,69,97,83
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","22-01-2026 19:00:00",19.000084,72.856730,PM10,98,193,133
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","22-01-2026 19:00:00",19.000084,72.856730,NO2,30,125,83
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","22-01-2026 19:00:00",19.000084,72.856730,CO,34,102,49
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","22-01-2026 19:00:00",19.173852,77.296291,NO2,7,36,17
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","22-01-2026 19:00:00",19.173852,77.296291,NH3,4,5,4
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","22-01-2026 19:00:00",19.173852,77.296291,CO,20,27,23
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","22-01-2026 19:00:00",20.0073285,73.7762427,PM10,62,199,103
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","22-01-2026 19:00:00",20.0073285,73.7762427,SO2,1,7,3
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","22-01-2026 19:00:00",20.0073285,73.7762427,CO,21,22,22
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","22-01-2026 19:00:00",20.021503,73.813844,NH3,3,11,5
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","22-01-2026 19:00:00",20.021503,73.813844,OZONE,4,76,71
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","22-01-2026 19:00:00",19.950220,73.731480,CO,16,28,27
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","22-01-2026 19:00:00",19.9591346,73.7788008,PM10,67,139,107
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.090337,73.014232,SO2,3,19,10
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.090337,73.014232,OZONE,1,57,36
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.1135051,73.008978,NH3,3,3,3
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.0575752,73.0151367,SO2,11,23,16
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.02579,73.10297,PM2.5,42,95,69
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.02579,73.10297,PM10,38,165,96
India,Maharashtra,"Navi Mumbai","Tondare-Taloja, Navi Mumbai - MPCB","22-01-2026 19:00:00",19.0630,73.1209,NO2,19,76,38
